hostname,hostredshift,reporting_groups,data_sources,classifying_groups,associated_groups,ZTFID,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,hostabs,hostcol,b,A_V,IAUID,Confidence,p_SNII,p_SNIa,p_SNIbc,redshift,RA_deg,Dec_deg,subtype,type,type_code
,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF18abcryxz,,,,,,,,,,,,SN2018cvv,,,,,0.0646,181.1494583333333,12.5568,SNIa,Ia,0
,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF18abcrzfz,,,,,,,,,,,,SN2018cvx,,,,,0.062,192.8645,20.606438888888892,SNIa,Ia,0
,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF18abcrxoj,305.7,g,16.5157,-19.19,21.416,7.308,14.108,-20.55,1.03,49.86475358,0.061,SN2018cvw,,,,,0.0309,239.259625,37.41711111111111,SNIa,Ia,0
,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF18abcvush,305.84,r,18.1142,-18.72,21.458,10.633,10.825,-21.55,1.11,31.07970866,0.185,SN2018dcn,,,,,0.05,256.6834583333333,18.357069444444445,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abdfazk,306.72,g,18.5394,-19.40,26.808,8.353,18.455,-19.69,0.43,65.82144325,0.029,SN2018dbe,,,,,0.087,216.9801625,40.97434444444445,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abdcfgz,,,,,,,,,,,,SN2018cxj,,,,,0.05,191.62590833333334,77.280975,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abddjpt,,,,,,,,,,,,SN2018lti,,,,,0.07,278.7048375,38.298725,SNII,II,2
,,ZTF,ZTF,ZTF,ZTF,ZTF18abddrhd,311.71,r,18.9495,-19.08,24.393,14.21,10.183,-20.08,0.48,48.24679834,0.056,SN2018dym,,,,,0.09,241.26732083333332,36.09408611111111,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abdfwur,308.7,g,18.4135,-19.10,20.317,7.74,12.577,-19.87,0.98,39.77532992,0.071,SN2018eps,,,,,0.07,245.1799208333333,65.63915555555556,SNIa,Ia,0
,,"ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","None, ZTF",ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF18abdfaqi,,,,,,,,,,,,SN2018cxm,,,,,0.04828,223.493,26.00196111111111,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abdefet,310.89,r,18.6809,-19.00,23.063,11.694,11.369,-20.41,0.83,31.26662963,0.121,SN2018dds,,,,,0.075,266.07563749999997,68.02907222222223,SNIa,Ia,0
,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF18abdffeo,306.67,r,17.525,-16.54,16.174,8.117,8.057,-21.33,0.76,70.69369753,0.056,SN2018dbg,,,,,0.01479,214.49516666666665,26.412419444444442,SNIb/c,Ib/c,1
,,ZTF,ZTF,ZTF,ZTF,ZTF18abdbuty,306.81,g,18.0839,-19.62,22.578,7.526,15.052,-21.56,0.82,39.12195698,0.109,SN2018dbd,,,,,0.075,253.19727916666668,51.563427777777775,SNIa,Ia,0
,,"ZTF, GaiaAlerts, ATLAS, Pan-STARRS","ZTF, GaiaAlerts, ATLAS, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF18abdgwxn,305.8,g,18.704,-18.71,18.74,7.497,11.243,-22.36,1.02,28.81361087,0.157,SN2018dcm,,,,,0.0638,261.422875,23.8691,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abcysdx,308.83,r,18.7653,-18.73,26.979,11.991,14.988,-21.48,0.67,21.123014,0.205,SN2018deq,,,,,0.067,272.988875,30.045416666666668,SNIa,Ia,0
,,"ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF18abdiqdh,,,,,,,,,,,,SN2018ddh,,,,,0.03834,184.6835,44.78196944444444,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18aaqkdwf,,,,,,,,,,,,SN2018fhd,,,,,0.0913,199.3601125,44.94736666666666,SNII,II,2
,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF18abdiwpt,320.77,r,17.8692,-19.68,28.172,17.595,10.577,-19.87,0.54,52.07090797,0.045,SN2018ddg,,,,,0.073,213.07604166666667,62.643030555555555,SNIa,Ia,0
,,"ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF18abdkimx,312.83,g,18.4892,-19.28,21.528,8.047,13.481,-19.78,1.05,40.41076113,0.042,SN2018dyq,,,,,0.08,247.79583333333332,60.59776111111111,SNIa,Ia,0
,,"ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS","ASAS-SN, ZTF",ATLAS; GaiaAlerts; ZTF,ZTF18abdmlya,,,,,,,,,,,,SN2018ddr,,,,,0.01462,209.66029166666667,7.217019444444444,SNIIb,Ib/c,1
,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF18abebzog,,,,,,,,,,,,SN2018dyo,,,,,0.044,308.07762500000007,58.198430555555554,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abdpvnd,,,,,,,,,,,,SN2018dvf,,,,,0.046,348.52262083333335,29.633341666666666,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abdrmin,315.68,g,17.8392,-18.99,22.869,6.951,15.918,-21.93,1.12,49.22412413,0.068,SN2018der,,,,,0.05154,222.0234125,63.216675,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abeaipj,,,,,,,,,,,,SN2018des,,,,,0.08,260.03727499999997,9.492291666666667,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abealop,,,,,,,,,,,,SN2018lpi,,,,,0.06658,240.93507499999998,54.30410277777777,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18aansqun,308.74,r,18.7478,-18.36,22.316,3.681,18.635,-21.43,0.77,40.66548247,0.04,SN2018dyp,,,,,0.05964,251.2921125,42.71788055555556,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abeegsl,314.91,r,18.9846,-18.61,15.841,7.527,8.314,-22.17,1.04,18.37066544,0.127,SN2018eag,,,,,0.072,284.31798749999996,46.499097222222225,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abespgb,315.74,r,18.1936,-18.54,23.694,5.693,18.001,-19.30,0.54,65.60176016,0.062,SN2018dyg,,,,,0.05,216.80330416666663,16.862669444444446,SNIa,Ia,0
,,"ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF18abesqnb,320.7,g,18.5821,-18.91,24.646,10.671,13.975,-20.42,0.69,42.32204666,0.058,SN2018dyh,,,,,0.07,224.8014583333333,71.37581944444443,SNII,II,2
,,ZTF,ZTF,ZTF,ZTF,ZTF18abetehf,320.67,g,18.1546,-19.19,21.743,10.311,11.432,-21.74,1.13,54.48449273,0.073,SN2018dvb,,,,,0.064875,233.48715,31.16983888888889,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abetejo,,,,,,,,,,,,SN2018dvd,,,,,0.07,208.64396666666667,42.77464722222222,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abetewu,322.75,r,18.5461,-19.12,21.62,12.621,8.999,-20.02,0.81,62.94493106,0.04,SN2018dye,,,,,0.077,217.30905416666664,46.05085833333333,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abgrlpv,,,,,,,,,,,,SN2018lpu,,,,,0.2104,283.93739583333337,47.44125,SLSN-II,II,2
,,ZTF,ZTF,ZTF,ZTF,ZTF18abfwuwn,322.7,g,18.7403,-19.56,26.689,8.618,18.071,-19.63,0.39,40.26420795,0.071,SN2018ecq,,,,,0.1,251.42818333333332,37.89042777777778,SNIa,Ia,0
,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF18abfgygp,323.89,g,18.0213,-19.54,23.166,11.361,11.805,-19.22,0.44,26.60895316,0.114,SN2018ead,,,,,0.07,274.33945416666666,54.537413888888885,SNIa,Ia,0
,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF18abixkjh,327.67,g,18.0429,-19.51,23.823,7.838,15.985,-16.97,0.16,54.87310648,0.105,SN2018ecp,,,,,0.07,232.58843333333334,27.629508333333334,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18aailmnv,324.78,g,18.1829,-19.57,23.992,6.743,17.249,-19.87,0.68,55.28933797,0.027,SN2018ebo,,,,,0.08,214.20210000000003,58.48540277777778,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abgosbg,,,,,,,,,,,,SN2018edw,,,,,0.08,287.16901666666666,78.47771666666667,SNIa,Ia,0
,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF18abgrbjb,,,,,,,,,,,,SN2018efd,,,,,0.03,274.9985875,51.79647222222222,SNIIb,Ib/c,1
,,ZTF,ZTF,ZTF,ZTF,ZTF18abhqdpv,,,,,,,,,,,,SN2018elm,,,,,0.0435,339.3379375,22.379569444444446,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abhxidv,,,,,,,,,,,,SN2018ecr,,,,,0.07,275.7707875,27.471119444444444,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18aawurud,332.81,r,17.769,-19.04,29.558,15.487,14.071,-22.85,1.27,21.93902768,0.153,SN2018eaz,,,,,0.05,280.73006250000003,50.65933333333333,SNIa,Ia,0
,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF18abhhnnv,327.79,r,18.9517,-18.40,24.161,8.287,15.874,-18.18,0.02,37.60223955,0.16,SN2018ell,,,,,0.0638,252.4875625,27.64077222222222,SNIc-BL,Ib/c,1
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abiirfq,,,,,,,,,,,,SN2018efk,,,,,0.0499,185.65340416666666,47.96926388888889,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abjgyyr,332.84,r,17.9895,-18.94,23.874,8.362,15.512,-21.07,0.81,-16.89465787,0.298,SN2018efe,,,,,0.05,309.9164208333333,13.13576111111111,SNIa,Ia,0
,,"ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF18abilofa,,,,,,,,,,,,SN2018ect,,,,,0.07,338.78501666666665,17.389069444444445,SNIa,Ia,0
,,"ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF18abimsyv,332.7,g,18.4877,-19.49,24.614,8.881,15.733,-19.74,0.60,26.26413283,0.106,SN2018eni,,,,,0.085,274.7990708333333,54.088683333333336,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abiybfq,,,,,,,,,,,,SN2018fet,,,,,0.032,293.0301958333333,0.3788333333333333,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abimhfu,322.69,g,18.7819,-17.99,17.575,3.537,14.038,-15.46,0.42,48.86962251,0.07,SN2018efj,,,,,0.05,240.1422666666667,31.642983333333333,SNII,II,2
,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF18abjwahi,336.71,r,18.877,-19.48,35.312,13.518,21.794,-20.57,1.14,47.43083001,0.178,SN2018emj,,,,,0.1,240.0149,23.38065,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abjvhec,337.68,g,17.5469,-19.50,31.749,6.787,24.962,-22.69,0.90,60.55791049,0.065,SN2018emv,,,,,0.0569,226.37683333333334,30.910255555555555,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS","ZTF, ePESSTO",ATLAS; ZTF,ZTF18abjrfqx,340.88,r,17.5849,-18.87,22.077,10.699,11.378,-20.24,0.70,-34.81172452,0.315,SN2018elj,,,,,0.04,332.09738749999997,11.379286111111112,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18aartjmf,,,,,,,,,,,,SN2018emx,,,,,0.0878,231.74496666666667,8.261491666666666,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abkifng,340.83,g,18.4126,-19.63,25.996,6.255,19.741,-22.34,1.25,40.65425816,0.096,SN2018ers,,,,,0.088,242.4701583333333,65.93846666666667,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF18abkhcwl,343.67,g,16.4134,-19.37,23.305,8.248,15.057,-19.49,0.62,51.73462848,0.089,SN2018eml,,,,,0.03164,236.52958333333333,29.733480555555555,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abkhcrj,343.66,r,17.4105,-18.80,25.771,10.314,15.457,-19.84,1.08,33.15817212,0.141,SN2018emi,,,,,0.03823,256.65137500000003,24.545319444444445,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abjtgdo,336.74,g,18.3637,-19.22,19.932,5.92,14.012,-21.64,1.08,49.02436543,0.035,SN2018epj,,,,,0.07393,226.09835416666667,61.62144722222222,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abkhbra,,,,,,,,,,,,SN2018emy,,,,,0.04,221.37662083333333,17.258222222222223,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abjtger,334.68,g,18.8615,-19.56,33.761,8.724,25.037,-20.88,0.59,43.45829726,0.066,SN2018err,,,,,0.106,234.2212375,66.05808611111111,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abktphg,343.88,g,18.2143,-19.38,23.675,11.07,12.605,-20.91,0.86,-32.67677553,0.139,SN2018esa,,,,,0.07,340.2617333333334,20.72556111111111,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abjstcm,342.83,r,18.8676,-18.96,19.806,12.443,7.363,-22.40,0.98,24.54429896,0.168,SN2018ezy,,,,,0.079,284.718825,69.01349444444445,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abjyjdz,343.65,r,18.6346,-17.66,>36.102,18.112,>17.99,-18.08,0.71,45.55310085,0.116,SN2018eva,,,,,0.04,238.04439583333334,13.022694444444445,SNIb,Ib/c,1
,,ZTF,ZTF,ZTF,ZTF,ZTF18abjyime,,,,,,,,,,,,SN2018ery,,,,,0.07,237.7763833333333,8.975483333333333,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18ablhvfr,344.66,g,18.404,-19.50,24.43,7.284,17.146,-18.81,0.39,45.65954216,0.041,SN2018fcd,,,,,0.085,235.04620416666666,61.53001388888889,SNIa,Ia,0
,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF18aasprui,346.66,g,17.363,-18.77,22.441,6.44,16.001,-21.03,0.87,46.36960918,0.045,SN2018euz,,,,,0.038,243.64083333333335,36.94338055555555,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18ablongw,349.74,r,18.904,-18.93,26.798,13.855,12.943,-22.51,0.88,33.08441983,0.076,SN2018fae,,,,,0.08181,262.67814583333336,62.83113055555556,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18ablqehq,,,,,,,,,,,,SN2018eru,,,,,0.03069,185.1158625,41.79289166666666,SNIIn,II,2
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18ablqlzp,350.65,r,17.408,-18.94,24.185,9.167,15.018,-22.24,0.90,53.37597097,0.091,SN2018fbh,,,,,0.0414,234.13326666666666,41.79989722222222,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18ablqhqx,,,,,,,,,,,,SN2018fev,,,,,0.11,206.72748333333334,32.44286111111111,SNIa,Ia,0
,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF18ablqkud,350.65,r,18.9267,-18.52,23.978,11.987,11.991,-20.43,0.61,39.67079349,0.098,SN2018fim,,,,,0.06808,249.41657500000002,25.320905555555555,SNIa,Ia,0
,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF18abmasep,,,,,,,,,,,,SN2018fcg,,,,,0.101,317.40325,33.483200000000004,SLSN-I,SLSN,3
,,ZTF,ZTF,ZTF,ZTF,ZTF18ablwtkf,348.84,g,17.6533,-19.31,17.72,7.016,10.704,-21.01,1.05,23.02154253,0.13,SN2018ezz,,,,,0.053,279.46613333333335,51.838,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF18abmmkaz,352.71,g,18.092,-19.53,27.204,8.222,18.982,-,-,20.39485075,0.301,SN2018fdz,,,,,0.065,273.82725833333336,29.910727777777776,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abmxelh,,,,,,,,,,,,SN2018lqo,,,,,0.033,247.18026249999997,41.132961111111115,SNIb-Ca-rich,Ib/c,1
,,"ZTF, YSE","ZTF, Pan-STARRS",ZTF,Pan-STARRS; YSE; ZTF,ZTF18aazijke,,,,,,,,,,,,SN2018lyg,,,,,0.048,240.68754166666673,25.25206111111111,SNIa,Ia,0
,,"ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF18abmmdif,352.85,g,18.2741,-19.42,23.343,8.336,15.007,-21.24,0.74,29.62605707,0.099,SN2018fec,,,,,0.075,270.14662500000003,61.69773055555555,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS","ePESSTO, ZTF",ATLAS; ZTF,ZTF18abmrhom,351.91,g,18.7665,-19.51,17.538,5.391,12.147,-23.42,0.81,-22.84978078,0.243,SN2018ffi,,,,,0.09,325.04707083333335,21.558394444444446,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF18abmjvpb,360.75,r,18.3411,-19.05,>25.622,12.742,>12.88,-15.19,1.00,46.7796055,0.109,SN2018fli,,,,,0.066077,239.54872083333333,19.765197222222223,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abmjvuf,353.66,r,18.8578,-18.77,19.114,10.084,9.03,-19.45,1.00,57.1706665,0.059,SN2018fio,,,,,0.075,230.30977083333335,30.636641666666666,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abmjyvo,359.72,r,18.871,-18.12,25.011,16.055,8.956,-20.04,1.08,44.40095126,0.073,SN2018fju,,,,,0.05584,244.9342916666667,50.55186666666666,SNIa,Ia,0
,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF18abmxfrc,359.71,r,18.1032,-19.17,29.645,10.779,18.866,-18.41,0.57,36.91758955,0.226,SN2018fin,,,,,0.06,252.75344166666667,25.875977777777777,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18aboaeqy,,,,,,,,,,,,SN2018lpx,,,,,0.115,242.6767375,42.59406388888889,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abmogag,,,,,,,,,,,,SN2018fdy,,,,,0.0823,13.304220833333334,20.714708333333334,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abmoung,353.78,r,18.835,-18.48,22.537,13.654,8.883,-20.72,0.70,49.11686422,0.035,SN2018fhg,,,,,0.06589,225.93806666666669,61.56789166666667,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abfdupq,350.88,r,18.6853,-18.95,17.548,7.158,10.39,-22.06,1.13,18.44433453,0.335,SN2018fhe,,,,,0.068,297.70104166666664,64.92285833333334,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abnvoel,,,,,,,,,,,,SN2018lpl,,,,,0.06,260.81401666666665,77.84489722222222,SNIa,Ia,0
,,"ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ePESSTO, ZTF",ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF18abmxahs,362.71,g,15.1605,-19.06,24.363,9.007,15.356,-19.33,0.53,31.46021676,0.166,SN2018feb,,,,,0.0148,257.54654166666666,21.64906111111111,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abmxdhb,359.64,g,18.3037,-19.19,25.653,7.597,18.056,-16.79,1.15,37.49900101,0.062,SN2018fjv,,,,,0.07,251.37429166666666,65.23905555555555,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abobkii,359.72,r,18.1656,-18.94,24.114,9.15,14.964,-20.30,1.04,46.20098344,0.037,SN2018flg,,,,,0.0597,243.695775,43.30529444444444,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abmxmsv,352.78,r,18.7785,-19.75,22.066,7.141,14.925,-18.37,0.23,14.03955584,0.375,SN2018fhh,,,,,0.1,282.0795375,30.60701388888889,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abncimo,361.89,g,17.7979,-19.34,21.258,7.869,13.389,-23.02,0.90,-29.0949308,0.144,SN2018fjx,,,,,0.05684,336.9033583333333,22.89531111111111,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abqbavl,,,,,,,,,,,,SN2018lpy,,,,,0.1392,255.87400000000002,41.645316666666666,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abnygkb,,,,,,,,,,,,SN2018fmr,,,,,0.07,328.5000333333333,8.11468611111111,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abnzocn,,,,,,,,,,,,SN2018foc,,,,,0.031,41.02966666666667,37.52429444444444,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abokpvh,364.72,g,18.6354,-19.28,26.462,9.507,16.955,-14.81,0.10,28.37323332,0.168,SN2018fnc,,,,,0.08,274.0310666666666,70.01794444444444,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abryqnn,,,,,,,,,,,,SN2018fnf,,,,,0.063,355.1913166666667,14.100372222222221,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18aboebsg,,,,,,,,,,,,SN2018fst,,,,,0.1,19.88453333333333,-18.173461111111113,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18aboqykf,,,,,,,,,,,,SN2018fmu,,,,,0.085,296.4206791666667,66.50829166666666,SNIa,Ia,0
,,"ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF18abokyfk,367.86,r,17.5416,-17.05,37.005,14.467,22.538,-20.09,0.66,-14.91814821,0.299,SN2018fif,,,,,0.017189,2.3606249999999998,47.35406944444445,SNII,II,2
,,ZTF,ZTF,ZTF,ZTF,ZTF18aboztku,,,,,,,,,,,,SN2018fod,,,,,0.0802,243.42318333333333,10.658522222222222,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abqjvyl,,,,,,,,,,,,SN2018fpe,,,,,0.0877,225.26520416666668,44.15653888888889,SNIa,Ia,0
,,ZTF,ZTF,,ZTF,ZTF18absdbvf,,,,,,,,,,,,SN2018fqj,,,,,0.1,215.95417916666665,34.102875000000004,SNIa,Ia,0
,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF18abpaywm,370.77,r,17.6336,-18.99,23.914,11.986,11.928,-20.84,0.72,23.46040887,0.209,SN2018fne,,,,,0.045,277.8893333333333,49.8161,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abpttky,364.7,g,18.8895,-19.06,21.079,8.086,12.993,-20.27,0.71,34.43847666,0.101,SN2018fse,,,,,0.084,258.5604375,36.45897222222222,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abqlpgq,364.77,g,18.8301,-19.51,23.748,8.01,15.738,-22.07,1.21,-36.272574,0.198,SN2018fsf,,,,,0.095268,340.1028083333333,16.190794444444446,SNIa,Ia,0
,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF18abqdadp,,,,,,,,,,,,SN2018fng,,,,,0.03955,241.76258333333334,15.595769444444445,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS","ePESSTO, ZTF",ATLAS; ZTF,ZTF18abqbuaj,,,,,,,,,,,,SN2018fmt,,,,,0.055,20.2536375,-13.862958333333333,SNIbn,Ib/c,1
,,ZTF,ZTF,ZTF,ZTF,ZTF18abquyqj,,,,,,,,,,,,SN2018lqy,,,,,0.019,17.847191666666667,13.160144444444445,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abquxjv,,,,,,,,,,,,SN2018lzf,,,,,0.074,35.57737916666667,-9.6885,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abpamut,368.72,g,18.4898,-19.10,23.913,10.969,12.944,-19.58,0.58,50.47927929,0.04,SN2018fqe,,,,,0.074,234.51263749999998,51.36036111111111,SNIa,Ia,0
