
ZTFID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,hostabs,hostcol,b,A_V
ZTF19aaklihv,AT2019azd,10:23:46.25,+59:36:12.6,534.76,g,18.7334,-,>27.284,5.344,>21.94,-,-,-,-,48.88055366,0.016
ZTF19aaklsto,AT2019bal,16:44:30.38,+52:48:41.7,539.04,g,18.7343,-,>16.694,7.694,>9,-,-,-,-,40.25560747,0.148
ZTF19aakozlr,AT2019bgh,16:32:00.58,+63:41:42.3,539.04,g,18.6642,-,22.066,6.517,15.549,-,-,-,-,39.35906779,0.067
ZTF19aakvysq,AT2019bll,08:01:31.91,+64:27:21.4,556.66,r,18.7861,-,45.083,24.84,20.243,-,-,-,-,31.80063196,0.152
ZTF19aakxgqh,AT2019bny,07:15:18.56,+36:32:11.3,556.69,r,18.9292,-,19.481,12.304,7.177,-,-,-,-,20.23136749,0.188
ZTF19aakynun,AT2019ben,07:44:45.83,+15:13:13.6,534.75,g,18.6472,-,>18.049,5.099,>12.95,-,-,-,-,18.52576001,0.088
ZTF19aalnozg,AT2019bqi,13:01:19.22,+51:02:06.6,559.77,r,18.8034,-,22.838,9.123,13.715,-,-,-,-,66.0197653,0.019
ZTF19aaluacc,AT2019bom,16:41:33.47,+28:50:25.7,560.96,r,18.709,-,28.141,13.134,15.007,-,-,-,-,39.67928272,0.087
ZTF19aalviiv,AT2019cek,09:02:44.75,+17:42:36.3,575.71,r,18.9275,-,>64.988,31.048,>33.94,-,-,-,-,36.74911153,0.07
ZTF19aalyccw,AT2019btz,11:12:14.63,+71:28:38.0,567.74,r,18.379,-,19.973,11.49,8.483,-,-,-,-,43.55304687,0.068
ZTF19aamftoa,AT2019cav,06:34:20.77,+40:24:10.9,567.65,g,18.7414,-,24.918,9.677,15.241,-,-,-,-,14.18519753,0.37
ZTF19aamgmav,AT2019bub,09:08:14.87,+12:00:38.4,567.69,g,18.7043,-,33.047,16.273,16.774,-,-,-,-,35.74761583,0.066
ZTF19aamgpuc,AT2019cdg,12:02:05.86,+59:35:36.9,572.78,r,18.9389,-,36.093,14.521,21.572,-,-,-,-,56.44119676,0.051
ZTF19aamkrvb,AT2019byg,16:30:01.86,+31:46:02.5,568.02,r,18.6818,-,15.752,7.793,7.959,-,-,-,-,42.67689285,0.062
ZTF19aamoixn,AT2019caw,12:15:17.39,+08:35:40.8,559.85,g,18.8072,-,28.435,7.505,20.93,-,-,-,-,69.58879601,0.048
ZTF19aamsfio,AT2019bwx,10:21:03.84,+30:38:55.1,575.73,r,18.8203,-,25.842,15.99,9.852,-,-,-,-,57.04837434,0.081
ZTF19aamvfgy,AT2019cep,19:18:12.13,+34:52:35.0,568.01,g,18.8215,-,13.505,7.289,6.216,-,-,-,-,10.11730028,0.41
ZTF19aamwkeb,AT2019cdl,14:58:27.75,+47:21:50.2,567.94,g,18.6382,-,27.186,8.255,18.931,-,-,-,-,57.99849931,0.071
ZTF19aancrfs,AT2019cdq,07:21:24.61,+18:22:19.3,567.67,g,18.0089,-,31.94,7.841,24.099,-,-,-,-,14.70636761,0.214
ZTF19aancxsc,AT2019cpd,07:29:20.67,+34:31:34.8,573.66,g,18.8472,-,>48.226,>34.91,13.316,-,-,-,-,22.28224107,0.146
ZTF19aandwfe,AT2019ctl,07:45:19.88,+43:16:20.0,581.67,r,18.8913,-,38.924,24.276,14.648,-,-,-,-,27.61599636,0.132
ZTF19aandwkj,AT2019cdr,07:41:01.90,+42:59:07.7,572.66,g,18.9521,-,27.615,12.972,14.643,-,-,-,-,26.78749373,0.145
ZTF19aanekbm,AT2019cer,08:49:51.54,+22:34:42.5,575.70,g,18.3101,-,24.628,13.207,11.421,-,-,-,-,35.52446587,0.089
ZTF19aanenop,AT2019cds,08:27:59.73,+36:48:06.1,575.70,g,18.4438,-,22.477,13.033,9.444,-,-,-,-,34.37386171,0.11
ZTF19aaneseo,AT2019ciu,09:05:24.94,+41:49:57.0,584.67,r,18.793,-,37.723,24.909,12.814,-,-,-,-,42.07272494,0.041
ZTF19aanetcr,AT2019cdu,09:32:45.65,+35:41:55.6,572.72,r,18.9637,-,>25.288,13.328,>11.96,-,-,-,-,47.2096463,0.04
ZTF19aanevlu,AT2019cdv,09:52:59.66,+07:03:26.4,572.71,g,18.5683,-,25.74,12.098,13.642,-,-,-,-,43.21984653,0.108
ZTF19aangcrd,AT2019csm,11:39:23.18,+10:45:49.8,575.77,g,18.9009,-,39.746,24.115,15.631,-,-,-,-,66.43902227,0.132
ZTF19aanhdwt,AT2019csn,11:15:40.04,+02:50:14.5,580.77,r,18.7906,-,26.752,10.959,15.793,-,-,-,-,56.61381795,0.145
ZTF19aanhgpu,AT2019crg,13:03:48.56,+31:38:50.6,575.80,g,18.8126,-,28.053,7.707,20.346,-,-,-,-,84.73925257,0.033
ZTF19aanhluk,AT2019cum,13:16:18.05,+52:30:24.0,580.84,r,18.9362,-,23.745,11.611,12.134,-,-,-,-,64.19927757,0.073
ZTF19aanickz,AT2019coe,12:03:11.36,-02:52:41.6,580.78,r,18.6965,-,>17.399,11.419,>5.98,-,-,-,-,57.81615629,0.07
ZTF19aanjfnk,AT2019cnv,13:25:07.67,+75:05:28.3,584.83,r,18.9657,-,24.867,12.565,12.302,-,-,-,-,41.84697317,0.077
ZTF19aanjyrn,AT2019cpt,13:54:34.99,-00:04:25.9,581.82,g,18.8473,-,>35.896,19.856,>16.04,-,-,-,-,58.85174194,0.103
ZTF19aankjoa,AT2023awn,10:46:45.34,-12:17:26.5,2353.81,r,18.1524,-,41.582,12.609,28.973,-,-,-,-,40.3142424,0.119
ZTF19aanlvnl,AT2019cne,15:40:08.26,+09:14:22.2,572.96,r,18.6838,-,20.085,9.149,10.936,-,-,-,-,46.40443813,0.101
ZTF19aanmhlu,AT2019cjs,19:48:28.79,+64:40:55.4,574.91,g,17.9852,-,38.342,6.371,31.971,-,-,-,-,18.5683976,0.287
ZTF19aanrbqk,AT2019cqx,10:06:03.34,+15:57:23.8,584.73,g,18.3578,-,23.797,9.839,13.958,-,-,-,-,50.15314117,0.106
ZTF19aantbof,AT2019crn,14:13:42.51,+31:44:32.3,589.77,r,18.7106,-,31.045,15.64,15.405,-,-,-,-,71.53469804,0.029
ZTF19aantojb,AT2019czt,14:26:37.99,+12:10:20.0,580.90,g,18.7239,-,18.314,6.965,11.349,-,-,-,-,63.14443367,0.072
ZTF19aanuuqb,AT2019cro,15:25:50.87,+08:23:50.8,583.85,r,18.5591,-,23.973,9.639,14.334,-,-,-,-,48.99518248,0.099
ZTF19aanvhyc,AT2019coi,18:02:23.46,+19:03:29.6,578.00,g,18.8451,-,25.11,4.395,20.715,-,-,-,-,19.11996325,0.285
ZTF19aaoakjo,AT2019cof,10:59:27.10,+18:52:18.6,574.72,r,18.3869,-,20.365,9.2,11.165,-,-,-,-,63.00980439,0.06
ZTF19aaoiawb,AT2019aauh,10:23:44.92,+24:59:22.9,2327.04,g,18.6463,-,>149.75,>96.02,>53.73,-,-,-,-,56.87987785,0.047
ZTF19aaoxxqk,AT2019cwc,10:56:25.28,+16:44:22.0,586.71,r,18.9845,-,20.537,7.746,12.791,-,-,-,-,61.46369193,0.076
ZTF19aapbyjr,AT2019dbl,07:02:00.94,+41:06:39.4,584.70,g,18.7608,-,24.571,6.158,18.413,-,-,-,-,19.31477951,0.246
ZTF19aapcqle,AT2019dfk,09:15:52.88,+69:32:46.9,594.67,r,18.634,-,21.434,10.518,10.916,-,-,-,-,37.62767646,0.193
ZTF19aapdieo,AT2019cxr,11:24:47.33,-10:38:22.5,587.73,g,18.5756,-,23.425,5.662,17.763,-,-,-,-,46.779539,0.133
ZTF19aapdkxt,AT2019dfp,10:38:12.67,-13:52:41.6,592.75,r,18.8906,-,>18.764,9.754,>9.01,-,-,-,-,37.78614485,0.159
ZTF19aapffst,AT2019dsw,15:57:48.00,+62:12:55.3,605.91,r,18.9511,-,48.17,22.04,26.13,-,-,-,-,43.51258984,0.04
ZTF19aaphcjg,AT2019etd,19:08:16.94,+30:53:44.1,602.00,r,18.9083,-,47.95,16.999,30.951,-,-,-,-,10.25673615,0.482
ZTF19aaptsxk,AT2019dle,09:48:31.65,-12:15:23.1,587.66,r,18.6879,-,19.772,3.779,15.993,-,-,-,-,30.68464817,0.102
ZTF19aapuiws,AT2019dpt,09:31:21.83,+08:15:16.6,594.69,g,18.8952,-,>22.75,7.79,>14.96,-,-,-,-,39.15313819,0.12
ZTF19aaqcpcw,AT2019dqn,12:16:17.68,+15:54:23.7,597.83,r,18.9492,-,24.09,9.935,14.155,-,-,-,-,76.12908718,0.074
ZTF19aaqwwde,AT2019dxx,08:37:38.16,+52:48:17.1,601.77,r,18.8316,-,>24.998,9.028,>15.97,-,-,-,-,37.1361776,0.126
ZTF19aareflp,AT2019dva,17:40:38.81,+45:56:03.0,609.00,r,18.973,-,34.562,16.87,17.692,-,-,-,-,31.05154593,0.06
ZTF19aarfkch,AT2019dwf,14:44:31.59,+70:27:21.5,619.83,r,18.6693,-,39.451,27.452,11.999,-,-,-,-,43.78275085,0.06
ZTF19aarifvy,AT2019dum,13:18:46.40,+34:34:25.4,597.85,r,18.8461,-,22.106,7.185,14.921,-,-,-,-,80.52665706,0.033
ZTF19aarihpp,AT2019dtd,09:02:11.62,+77:26:21.2,606.68,r,18.6066,-,39.034,15.117,23.917,-,-,-,-,33.33997691,0.043
ZTF19aarisna,AT2019eds,12:38:48.47,+05:46:49.3,606.71,r,18.764,-,>14.581,8.581,>6,-,-,-,-,68.44146387,0.063
ZTF19aarisyu,AT2019dui,13:49:16.36,+31:12:54.1,600.78,r,18.7849,-,21.507,9.495,12.012,-,-,-,-,76.74275776,0.042
ZTF19aarjspm,AT2019dvb,17:37:49.12,+38:10:08.6,608.86,r,18.6584,-,30.924,12.764,18.16,-,-,-,-,30.17934235,0.113
ZTF19aarlhwo,AT2019dwt,17:22:01.99,+24:50:22.2,605.90,r,18.6279,-,>21.764,8.924,>12.84,-,-,-,-,29.91315077,0.187
ZTF19aarnhko,AT2019edw,09:52:08.40,+26:41:15.9,608.72,r,18.7864,-,31.241,10.097,21.144,-,-,-,-,50.24530981,0.06
ZTF19aarnrfo,AT2019dwg,14:20:00.25,+23:06:41.8,606.76,r,18.0615,-,15.798,8.681,7.117,-,-,-,-,69.58316609,0.075
ZTF19aartwud,AT2019dzp,12:59:59.21,-09:26:31.4,601.73,g,18.9495,-,>19.393,13.333,>6.06,-,-,-,-,53.37092804,0.112
ZTF19aarycpi,AT2019eaj,16:20:21.84,+18:20:55.7,605.90,r,18.9424,-,28.692,18.607,10.085,-,-,-,-,41.37038462,0.112
ZTF19aasbphu,AT2019eqb,16:22:19.95,+21:24:29.2,608.82,g,18.8986,-,33.853,9.836,24.017,-,-,-,-,41.93432868,0.128
ZTF19aaslgrn,AT2024ia,11:31:52.15,-05:31:02.4,2340.84,r,18.815,-,>53.84,>25.87,>27.97,-,-,-,-,52.10773414,0.127
ZTF19aathapt,AT2019eom,15:21:57.80,+28:41:19.8,619.82,r,18.7015,-,25.379,12.409,12.97,-,-,-,-,56.84590451,0.06
ZTF19aaujlou,AT2019evm,14:03:03.04,+24:55:29.1,616.73,g,18.9362,-,26.744,6.729,20.015,-,-,-,-,73.77642169,0.044
ZTF19aaulpwc,AT2019eyh,19:58:01.88,+60:06:01.0,627.91,r,18.6843,-,26.277,12.383,13.894,-,-,-,-,15.55670438,0.249
ZTF19aaumeqx,AT2019flm,17:43:25.49,+30:21:23.1,627.88,r,18.7086,-,25.067,13.649,11.418,-,-,-,-,27.06620062,0.156
ZTF19aaupklw,AT2019fgx,16:14:57.47,+55:10:27.0,632.80,r,18.7032,-,24.384,13.173,11.211,-,-,-,-,44.02714764,0.019
ZTF19aauvblr,AT2019fza,11:21:13.15,+49:44:22.6,622.66,g,18.95,-,>35.939,3.839,>32.1,-,-,-,-,61.53912401,0.045
ZTF19aavbomb,AT2019fzb,14:13:01.85,+22:46:38.2,628.71,g,18.8094,-,22.343,7.794,14.549,-,-,-,-,71.02514515,0.058
ZTF19aavgyjd,AT2019gqt,12:03:40.66,+10:15:37.1,633.73,g,18.7166,-,32.711,17.539,15.172,-,-,-,-,69.72308074,0.062
ZTF19aavhvwd,AT2019fyg,12:26:46.74,+08:50:15.6,628.69,g,18.7814,-,22.919,8.835,14.084,-,-,-,-,70.80260822,0.069
ZTF19aavhwbp,AT2019gaq,14:13:15.76,+43:16:08.4,635.73,g,18.7527,-,27.319,13.515,13.804,-,-,-,-,66.88476585,0.028
ZTF19aavifuy,AT2019gbi,17:31:53.44,+17:53:17.3,632.84,g,18.7526,-,22.804,7.54,15.264,-,-,-,-,25.35129149,0.164
ZTF19aavjfha,AT2019gat,14:11:28.08,+43:58:51.0,638.70,g,18.6604,-,82.386,13.957,68.429,-,-,-,-,66.69393047,0.018
ZTF19aavkuzh,AT2019fyl,12:38:41.17,+16:28:58.3,628.69,g,18.7246,-,16.745,8.695,8.05,-,-,-,-,78.95241134,0.068
ZTF19aavlnqp,AT2019had,14:21:53.14,+02:00:44.6,633.75,g,18.5711,-,31.301,10.361,20.94,-,-,-,-,56.83308459,0.104
ZTF19aavmiij,AT2019hha,14:31:24.18,-04:53:03.7,645.77,r,18.947,-,35.534,19.614,15.92,-,-,-,-,49.8986418,0.182
ZTF19aavmsxz,AT2019gcv,16:17:36.35,+05:06:05.7,633.77,g,18.1295,-,15.143,3.918,11.225,-,-,-,-,36.29017559,0.17
ZTF19aavnotz,AT2019gqy,20:59:47.73,+24:26:48.5,633.94,g,18.8745,-,17.158,5.011,12.147,-,-,-,-,-13.98690609,0.406
ZTF19aavnpjv,-,21:20:44.14,+29:55:02.1,1687.95,g,18.6731,-,>11.596,>0,>11.596,-,-,-,-,-13.90393103,0.423
ZTF19aavnxtq,AT2019gsm,11:46:08.74,+56:19:08.4,642.72,r,18.6372,-,21.004,9.527,11.477,-,-,-,-,58.55132032,0.029
ZTF19aavocqa,AT2019gxj,14:38:14.84,+10:56:31.4,644.76,r,18.9849,-,21.596,11.065,10.531,-,-,-,-,60.13160838,0.066
ZTF19aavornj,AT2019gbs,17:20:43.79,+14:02:40.5,635.86,r,18.8528,-,21.657,5.223,16.434,-,-,-,-,26.32892739,0.374
ZTF19aavpqhr,AT2019gho,23:16:33.83,+36:59:52.7,643.97,r,18.7474,-,42.398,27.444,14.954,-,-,-,-,-22.10771841,0.371
ZTF19aavriia,AT2019gqz,12:12:02.91,+29:59:08.8,645.70,g,18.6724,-,21.659,8.764,12.895,-,-,-,-,80.89481773,0.049
ZTF19aavrzzr,AT2019fzf,16:28:18.49,+02:22:55.7,633.77,g,18.7557,-,21.543,2.267,19.276,-,-,-,-,32.6079761,0.174
ZTF19aavsqjw,AT2019hfl,15:24:10.80,+01:06:19.0,642.77,r,18.9299,-,19.224,6.102,13.122,-,-,-,-,45.08930358,0.145
ZTF19aavxfib,AT2019gte,13:06:39.40,-01:32:54.3,643.73,r,18.7435,-,>22.858,7.898,>14.96,-,-,-22.33,1.10,61.09001954,0.058
ZTF19aawmhbu,AT2019hth,17:54:59.22,+51:35:07.8,668.83,r,18.7649,-,49.841,25.139,24.702,-,-,-,-,29.47985573,0.129
ZTF19aaxizyq,AT2019hgo,12:43:57.37,+34:05:01.7,653.76,g,18.8466,-,24.512,6.144,18.368,-,-,-,-,82.8611907,0.048
ZTF19aaxzglq,AT2019heo,16:15:10.05,+16:32:32.4,653.77,g,18.9241,-,22.624,10.525,12.099,-,-,-,-,41.87572796,0.144
ZTF19aayiidz,AT2019hii,21:55:43.18,-16:02:01.9,686.96,g,18.8581,-,>140.538,41.768,>98.77,-,-,-,-,-47.89976259,0.117
ZTF19aayrhmd,AT2019hlw,22:16:56.39,-03:29:36.5,658.92,r,18.8043,-,31.158,12.466,18.692,-,-,-,-,-46.2031118,0.251
ZTF19aaywnbf,AT2019hvc,15:06:37.49,-16:44:55.5,653.77,g,18.9745,-,>22.984,9.044,>13.94,-,-,-,-,35.2268781,0.259
ZTF19aaztcqh,AT2019hol,14:25:29.16,+32:08:57.1,653.77,g,18.8787,-,24.862,5.975,18.887,-,-,-,-,69.00364951,0.028
ZTF19aazuqyt,AT2019hqj,20:40:04.91,+06:42:35.0,653.94,r,18.9996,-,>69.86,4.97,>64.89,-,-,-,-,-20.50021536,0.286
ZTF19aazwnsq,AT2019hrz,14:07:32.00,+05:10:26.0,658.67,r,18.8883,-,>31.006,11.986,>19.02,-,-,-,-,61.53047818,0.069
ZTF19abbnjiz,AT2019ifq,23:25:33.07,-12:11:49.2,667.96,r,18.894,-,>27.959,18.959,>9,-,-,-,-,-64.93974595,0.08
ZTF19abctvmv,AT2020afz,00:44:50.00,+43:52:11.5,867.64,g,18.7407,-,20.466,8.001,12.465,-,-,-,-,-18.98556795,0.243
ZTF19abdkghl,AT2019kpn,02:16:16.22,+23:39:17.0,676.94,g,18.8802,-,24.093,8.831,15.262,-,-,-,-,-35.2430077,0.223
ZTF19abdlqbu,AT2019kig,12:59:48.95,+41:16:17.0,677.68,g,18.9661,-,23.042,10.031,13.011,-,-,-,-,75.75257413,0.035
ZTF19abfjjwc,AT2019lbu,15:17:07.09,+04:25:03.1,692.68,r,18.9844,-,>30.916,17.926,>12.99,-,-,-,-,48.51724937,0.137
ZTF19abfrydu,AT2019lcl,15:29:33.70,+38:18:03.2,678.76,g,18.9632,-,17.295,4.347,12.948,-,-,-,-,55.2155754,0.047
ZTF19abgctni,AT2019lmg,22:09:26.13,+34:03:28.4,690.87,r,18.9998,-,20.13,11.461,8.669,-,-,-,-,-17.77612147,0.33
ZTF19abgdcyx,AT2019liv,16:43:02.73,+58:45:04.4,684.76,g,18.9114,-,23.955,6.968,16.987,-,-,-,-,39.43184304,0.04
ZTF19abgpydp,AT2019lsn,22:13:22.59,+40:00:31.2,693.88,r,18.8637,-,27.728,9.937,17.791,-,-,-,-,-13.45793518,0.398
ZTF19abhbswp,AT2019lmo,15:10:01.25,+26:55:24.2,698.68,r,18.7339,-,>28.791,14.731,>14.06,-,-,-,-,59.23679126,0.144
ZTF19abhowwd,AT2019lsx,16:51:01.45,+43:21:42.3,700.68,r,18.8269,-,24.312,11.035,13.277,-,-,-,-,39.61442015,0.045
ZTF19abhusrq,AT2019lqw,00:45:33.51,+43:09:44.9,696.93,g,18.9483,-,22.542,10.651,11.891,-,-,-,-,-19.6961297,0.216
ZTF19abiaxpi,AT2019njt,18:03:24.93,+02:52:45.0,707.67,r,18.9691,-,40.656,16.581,24.075,-,-,-,-,11.99323643,0.538
ZTF19abifsut,AT2019lzl,15:36:33.17,+07:05:51.7,695.72,r,18.8799,-,>29.358,6.438,>22.92,-,-,-,-,46.05870329,0.131
ZTF19abitaaf,AT2019mou,15:16:18.65,+24:52:09.9,698.68,r,18.9707,-,>14.782,7.782,>7,-,-,-,-,57.47959556,0.124
ZTF19abjcghj,AT2019mgs,14:30:33.49,+59:32:40.2,705.72,g,18.7824,-,24.91,10.991,13.919,-,-,-,-,53.38304272,0.025
ZTF19abktooh,AT2021mqn,13:53:52.44,+70:38:17.4,1352.78,r,18.8608,-,26.532,12.673,13.859,-,-,-,-,45.59199502,0.037
ZTF19abnetqv,AT2019mvz,21:55:17.94,-11:26:43.2,717.88,g,18.7194,-,>39.622,13.622,>26,-,-,-,-,-45.85558806,0.101
ZTF19abnqzgf,AT2019nev,22:16:50.65,+15:51:40.7,712.86,r,18.9515,-,21.002,10.598,10.404,-,-,-,-,-32.95524954,0.145
ZTF19aboclfq,AT2019neh,05:28:49.58,+62:32:53.2,709.01,r,18.9803,-,20.969,8.64,12.329,-,-,-,-,15.0659692,0.701
ZTF19abpjpfm,AT2019njj,03:50:40.15,+31:08:53.8,717.97,r,18.9328,-,20.469,8.862,11.607,-,-,-,-,-17.73001766,0.886
ZTF19abpvhki,AT2019nue,18:08:56.96,+23:35:06.6,725.73,r,18.8203,-,29.865,13.724,16.141,-,-,-,-,19.43848738,0.377
ZTF19abqgxla,AT2019nwm,04:26:01.25,-18:10:56.9,723.00,r,18.6039,-,>22.566,>9.02,13.546,-,-,-,-,-40.05395817,0.106
ZTF19abqhyep,AT2019nxp,16:10:03.28,+67:04:37.3,724.82,g,18.8346,-,27.938,10.035,17.903,-,-,-,-,40.12026874,0.087
ZTF19abqiacu,AT2019nzp,17:56:31.82,+67:59:15.1,730.77,r,18.8237,-,28.879,14.996,13.883,-,-,-,-,30.12585128,0.135
ZTF19abqrpdf,AT2019okd,02:43:06.96,-17:30:08.9,728.02,r,18.5886,-,31.807,11.894,19.913,-,-,-,-,-62.5145254,0.072
ZTF19abqxiok,AT2019oma,00:11:09.91,+06:52:31.8,719.94,r,18.9217,-,21.145,7.171,13.974,-,-,-,-,-54.62624338,0.239
ZTF19abrawuz,AT2019oyl,15:36:10.16,+68:33:48.9,722.77,r,18.9671,-,31.22,5.989,25.231,-,-,-,-,42.00841119,0.087
ZTF19abrbskk,AT2019pcl,22:54:20.99,-00:36:27.8,771.77,r,18.8718,-,>66.774,41.934,>24.84,-,-,-,-,-51.36466074,0.219
ZTF19abrnpst,AT2019ooo,01:20:23.24,+04:42:52.5,730.92,r,18.9669,-,53.157,11.906,41.251,-,-,-,-,-57.39774084,0.074
ZTF19abrokwi,AT2019omr,02:47:33.28,-24:28:08.0,725.96,g,18.9842,-,>32.04,>11.98,>20.06,-,-,-,-,-63.78691093,0.049
ZTF19abtriyg,AT2019otx,00:17:01.48,+04:01:12.0,736.90,r,18.9968,-,23.763,10.852,12.911,-,-,-,-,-57.76220239,0.061
ZTF19abtrjqg,AT2019aafn,00:43:49.48,+41:26:02.7,819.62,r,18.2194,-,14.394,6.739,7.655,-,-,-,-,-21.41492002,0.17
ZTF19abucixu,AT2019oxl,01:59:24.59,+37:30:41.2,736.93,r,18.8416,-,24.908,12.012,12.896,-,-,-,-,-23.42105299,0.153
ZTF19abuoexn,AT2019ozi,21:57:58.34,-21:36:31.9,745.83,r,18.8636,-,>32.869,19.929,>12.94,-,-,-,-,-50.30483138,0.077
ZTF19abvgxrq,AT2019pev,04:29:22.72,+00:37:07.5,752.00,r,17.4007,-,36.442,15.348,21.094,-,-,-,-,-30.80056056,0.225
ZTF19abwscnk,AT2019pok,00:45:37.52,-20:52:29.6,736.88,r,18.5481,-,25.742,7.951,17.791,-,-,-,-,-83.60756706,0.047
ZTF19abxdnmh,AT2019prj,15:59:27.69,+39:53:36.2,741.63,g,18.8534,-,25.544,9.913,15.631,-,-,-,-,49.29622774,0.042
ZTF19abxvujw,AT2019pyi,07:58:13.06,+40:50:43.7,746.01,g,18.8442,-,18.477,11.291,7.186,-,-,-,-,29.44810444,0.125
ZTF19abyxpgt,AT2019qey,23:22:52.86,+39:46:08.6,751.67,r,18.99,-,>25.027,>13,12.027,-,-,-,-,-19.99523962,0.372
ZTF19abzgeje,-,21:58:33.49,+38:23:13.0,750.67,r,18.8615,-,>20.192,7.162,>13.03,-,-,-,-,-13.01533616,0.643
ZTF19abzknnj,AT2019qig,22:27:09.89,-19:35:33.3,750.77,r,18.8804,-,31.257,13.401,17.856,-,-,-,-,-56.16494207,0.108
ZTF19abzlcjk,AT2019qhn,01:02:34.97,+16:44:32.4,750.86,g,18.9391,-,31.049,7.456,23.593,-,-,-,-,-46.04607087,0.159
ZTF19abzlvsz,AT2019qhr,07:27:00.49,+56:24:05.0,751.01,r,18.7757,-,>21.259,8.249,>13.01,-,-,-,-,27.12526231,0.245
ZTF19abzqbgp,AT2019qiw,00:23:09.54,+05:49:42.2,749.80,r,18.9641,-,34.164,7.976,26.188,-,-,-,-,-56.34087084,0.075
ZTF19abzrcov,AT2019qjg,07:59:51.03,+05:16:52.4,749.02,g,18.7979,-,18.932,7.522,11.41,-,-,-,-,17.6139606,0.058
ZTF19abzuaoj,AT2019qpm,17:59:37.34,+63:52:03.3,758.70,g,18.8603,-,25.007,10.042,14.965,-,-,-,-,29.81806765,0.092
ZTF19abzvkbz,AT2019qjf,21:49:22.45,-20:47:01.0,758.77,r,18.6468,-,>36.088,18.168,>17.92,-,-,-,-,-48.14569218,0.1
ZTF19abzvzzr,AT2019que,22:03:40.16,+14:43:03.3,754.77,g,18.9396,-,33.543,11.921,21.622,-,-,-,-,-31.62949937,0.133
ZTF19abzzfnp,AT2019qmg,03:15:42.33,-19:31:36.2,750.92,g,18.5563,-,25.645,10.621,15.024,-,-,-,-,-56.14390624,0.069
ZTF19acaabsr,AT2023apy,14:02:36.10,+32:30:37.2,1967.93,r,17.2355,-,>23.94,>10.92,>13.02,-,-,-,-,73.67855859,0.043
ZTF19acaiers,AT2019qpo,02:53:34.25,-05:50:11.8,757.92,g,18.6079,-,28.284,8.875,19.409,-,-,-,-,-53.99577144,0.122
ZTF19acasxva,AT2019qvm,00:57:18.49,-02:53:30.5,781.79,r,18.8316,-,47.17,25.813,21.357,-,-,-,-,-65.72282984,0.122
ZTF19acbixgk,AT2019rpz,18:34:27.02,+64:46:25.6,781.64,r,18.7921,-,>55.873,24.913,>30.96,-,-,-,-,26.14149454,0.113
ZTF19acbkanq,AT2019rcn,21:58:33.39,-11:28:46.3,761.75,g,18.7702,-,24.706,9.289,15.417,-,-,-,-,-46.57961952,0.152
ZTF19acbkkkx,AT2019rqa,19:20:16.28,+63:21:40.3,766.64,r,18.8306,-,18.932,8.92,10.012,-,-,-,-,20.94759019,0.195
ZTF19acbmotn,AT2019rru,07:48:04.36,+22:48:29.9,766.96,g,18.8247,-,29.34,9.219,20.121,-,-,-,-,22.17518707,0.157
ZTF19acbmyqe,AT2019rmc,09:29:22.59,+41:14:26.6,764.99,r,18.617,-,27.862,6.846,21.016,-,-,-,-,46.56350064,0.043
ZTF19acbpzjg,AT2019rvh,19:48:51.72,+64:35:54.7,768.64,r,18.6567,-,16.008,7.986,8.022,-,-,-,-,18.49645052,0.3
ZTF19acbtddm,AT2019rnt,00:51:32.01,+16:30:05.1,766.63,r,18.696,-,18.83,11.014,7.816,-,-,-,-,-46.37023164,0.179
ZTF19acbvenh,AT2019ruo,05:19:07.52,-01:16:42.3,770.92,r,18.917,-,19.332,10.977,8.355,-,-,-,-,-21.03563825,0.471
ZTF19acbvkbi,AT2019rpo,09:15:00.90,+21:12:46.7,765.02,g,18.3914,-,29.264,10.755,18.509,-,-,-,-,40.64941732,0.106
ZTF19acbwnmp,AT2019rwa,17:50:49.12,+19:39:49.2,761.63,r,18.7178,-,>14.706,6.746,>7.96,-,-,-,-,21.87225845,0.226
ZTF19acbyklm,AT2019qzg,00:09:18.28,-23:02:45.9,761.84,r,18.8565,-,31.097,7.406,23.691,-,-,-,-,-79.62889745,0.055
ZTF19accskys,AT2019run,05:33:56.76,-18:33:08.4,768.00,r,18.5358,-,24.189,5.381,18.808,-,-,-,-,-25.14825436,0.176
ZTF19accvilj,AT2019sgq,00:43:49.96,+36:56:17.1,773.63,r,18.4291,-,12.667,5,7.667,-,-,-,-,-25.90858171,0.131
ZTF19acdakjs,AT2019sxh,11:03:19.93,+36:15:22.8,777.01,r,18.6725,-,>22.073,>11.01,11.063,-,-,-,-,65.36266495,0.048
ZTF19acdcgqm,AT2019slt,23:05:52.69,+44:24:10.6,774.65,r,18.9216,-,18.222,8.67,9.552,-,-,-,-,-14.50846524,0.618
ZTF19acdigzw,SN2019sjz,03:10:30.46,+05:13:42.9,777.79,r,18.7881,-,>34.303,7.343,>26.96,-,-,-,-,-43.35404612,0.626
ZTF19acdjfbg,AT2019aagp,07:17:55.11,+11:33:37.7,769.98,r,18.6022,-,28.506,6.972,21.534,-,-,-,-,11.06389755,0.329
ZTF19acdtmwh,AT2019sfj,09:41:10.22,+24:01:22.3,777.02,r,18.7048,-,25.492,11.006,14.486,-,-,-,-,47.23292083,0.068
